UID,FirstName,LastName,GamerTag,City,Age,GamerScore,State
201966,Jermaine,Taylor,jertay,Houston,22,40,Texas
201967,Dante,Cunningham,dancun,New Orleans,34,29,Louisiana
201969,DaJuan,Summers,dajsum,New York,25,46,New York
201970,Sam,Young,samyou,Memphis,32,43,Tennessee
201971,DeJuan,Blair,dejbla,San Antonio,37,62,Texas
201972,Jon,Brockman,jonbro,Milwaukee,37,50,Wisconsin
201973,Jonas,Jerebko,jonjer,Boston,38,60,Massachusetts
201974,Derrick,Brown,derbro,Charlotte,14,40,North Carolina
201975,Jodie,Meeks,jodmee,Los Angeles,16,33,California
201977,Marcus,Thornton,martho,Houston,32,33,Texas
201978,Chase,Budinger,chabud,Indiana,24,38,Pennsylvania
201979,Nick,Calathes,niccal,Memphis,36,0,Tennessee
201980,Danny,Green,dangre,San Antonio,36,27,Texas
201981,Taylor,Griffin,taygri,Charlotte,13,0,North Carolina
201985,AJ,Price,ajpri,Indiana,17,50,Pennsylvania
201986,Nando,De,nande,San Antonio,15,40,Texas
201988,Patty,Mills,patmil,San Antonio,33,44,Texas
201991,Lester,Hudson,leshud,Memphis,38,0,Tennessee
201993,Robert,Dozier,robdoz,Miami,14,0,Florida
201998,Curtis,Jerrells,curjer,San Antonio,43,40,Texas
201999,Warren,Carter,warcar,New York,27,0,New York
202066,Garrett,Temple,gartem,Sacramento,15,67,California
202068,Marcus,Landry,marlan,New York,39,20,New York
202069,Dontaye,Draper,dondra,Denver,14,100,Colorado
202070,Tony,Gaffney,tongaf,Los Angeles,28,33,California
202071,Michael,Fey,micfey,Los Angeles,31,50,California
202074,Raymond,Sykes,raysyk,Portland,16,33,Oregon
202075,Luke,Nevill,luknev,Cleveland,27,0,Ohio
202076,Thomas,Kelati,thokel,Los Angeles,41,0,California
202077,Jerel,McNeal,jermcn,Phoenix,25,0,Arizona
202078,Leon,Rodgers,leorod,Memphis,13,100,Tennessee
202079,Antonio,Anderson,antand,Charlotte,25,25,North Carolina
202081,Garret,Siler,garsil,Phoenix,39,50,Arizona
202083,Wesley,Matthews,wesmat,Portland,15,53,Oregon
202087,Alonzo,Gee,alogee,Cleveland,13,11,Ohio
202091,Dionte,Christmas,diochr,Boston,34,25,Massachusetts
202130,Reggie,Williams,regwil,Charlotte,25,69,North Carolina
202132,Cedric,Jackson,cedjac,Cleveland,31,40,Ohio
202148,Mickell,Gladness,micgla,Orlando,22,33,Florida
202175,Darnell,Lazare,darlaz,Indiana,32,0,Pennsylvania
202197,Shane,Edwards,shaedw,Cleveland,13,0,Ohio
202213,Connor,Atchley,conatc,Sacramento,20,0,California
202217,Jeremy,Wise,jerwis,Miami,37,100,Florida
202220,Zabian,Dowdell,zabdow,Phoenix,24,22,Arizona
202227,Terrel,Harris,terhar,Miami,37,33,Florida
202238,Kenny,Hasbrouck,kenhas,Miami,35,0,Florida
202322,John,Wall,johwal,Washington,32,14,District of Columbia
202323,Evan,Turner,evatur,Portland,18,46,Oregon
202326,DeMarcus,Cousins,demcou,New Orleans,17,36,Louisiana
202327,Ekpe,Udoh,ekpudo,Los Angeles,26,50,California
202328,Greg,Monroe,gremon,Milwaukee,35,60,Wisconsin
202329,Al-Farouq,Aminu,al-ami,Dallas,21,83,Texas
202331,Paul,George,paugeo,Indiana,29,45,Pennsylvania
202333,Xavier,Henry,xavhen,Memphis,30,50,Tennessee
202334,Ed,Davis,eddav,Cleveland,42,100,Ohio
202336,Larry,Sanders,larsan,Milwaukee,14,62,Wisconsin
202337,Luke,Babbitt,lukbab,Miami,27,50,Florida
202338,Kevin,Seraphin,kevser,Washington,33,47,District of Columbia
202339,Eric,Bledsoe,erible,Milwaukee,34,39,Wisconsin
202340,Avery,Bradley,avebra,Boston,37,56,Massachusetts
202341,James,Anderson,jamand,San Antonio,27,40,Texas
202342,Craig,Brackins,crabra,Philadelphia,31,20,Pennsylvania
202343,Elliot,Williams,ellwil,Cleveland,33,50,Ohio
202344,Trevor,Booker,treboo,Washington,17,55,District of Columbia
202346,Dominique,Jones,domjon,Dallas,23,38,Texas
202347,Quincy,Pondexter,quipon,Chicago,24,40,Illinois
202348,Jordan,Crawford,jorcra,Washington,13,45,District of Columbia
202349,Greivis,Vasquez,grevas,Toronto,17,33,Ohio
202350,Daniel,Orton,danort,Orlando,33,50,Florida
202351,Lazar,Hayward,lazhay,Oklahoma City,25,17,Oklahoma
202354,Dexter,Pittman,dexpit,Miami,26,0,Florida
202356,Armon,Johnson,armjoh,Portland,42,33,Oregon
202357,Nemanja,Bjelica,nembje,Sacramento,22,100,California
202358,Terrico,White,terwhi,Phoenix,41,0,Arizona
202359,Darington,Hobson,darhob,Milwaukee,38,0,Wisconsin
202360,Andy,Rautins,andrau,New York,34,60,New York
202361,Landry,Fields,lanfie,Toronto,23,50,Ohio
202362,Lance,Stephenson,lanste,Indiana,20,43,Pennsylvania
202363,Jarvis,Varnado,jarvar,Miami,20,75,Florida
202365,Devin,Ebanks,deveba,Los Angeles,43,80,California
202366,Jerome,Jordan,jerjor,Memphis,26,100,Tennessee
202371,Gani,Lawal,ganlaw,Philadelphia,31,0,Pennsylvania
202374,Solomon,Alabi,solala,Toronto,26,30,Ohio
202375,Magnum,Rolle,magrol,Atlanta,37,0,Georgia
202376,Luke,Harangody,lukhar,Cleveland,13,0,Ohio
202377,Pape,Sy,papsy,Atlanta,40,50,Georgia
202378,Willie,Warren,wilwar,Los Angeles,24,50,California
202379,Jeremy,Evans,jereva,Indiana,16,0,Pennsylvania
202380,Hamady,Ndiaye,hamndi,Washington,13,0,District of Columbia
202382,Derrick,Caracter,dercar,Los Angeles,16,100,California
202383,Stanley,Robinson,starob,Orlando,22,33,Florida
202385,Ryan,Reid,ryarei,Oklahoma City,25,0,Oklahoma
202388,Donald,Sloan,donslo,Cleveland,16,40,Ohio
202389,Timofey,Mozgov,timmoz,Denver,15,0,Colorado
202390,Gary,Neal,garnea,San Antonio,39,31,Texas
202391,Jeremy,Lin,jerlin,Atlanta,13,25,Georgia
202392,Marqus,Blakely,marbla,Los Angeles,20,50,California
202394,Matt,Janning,matjan,Phoenix,35,0,Arizona
202395,Sherron,Collins,shecol,Charlotte,44,20,North Carolina
202396,Samardo,Samuels,samsam,Cleveland,26,12,Ohio
202397,Ish,Smith,ishsmi,Oklahoma City,18,25,Oklahoma
202399,Jeff,Adrien,jefadr,Milwaukee,17,60,Wisconsin
202400,Anthony,Mason,antmas,Miami,21,75,Florida
202402,Kevin,Palmer,kevpal,Washington,44,0,District of Columbia
202404,Drew,Naymick,drenay,Los Angeles,25,0,California
202406,Jerome,Dyson,jerdys,New Orleans,23,50,Louisiana
202409,Ricardo,Marsh,ricmar,Atlanta,32,75,Georgia
202410,Evan,Brock,evabro,Atlanta,29,0,Georgia
202411,Richard,Delk,ricdel,Atlanta,19,0,Georgia
202412,Manny,Harris,manhar,Cleveland,27,40,Ohio
202416,Jon,Scheyer,jonsch,Los Angeles,28,0,California
202417,Stephen,Dennis,steden,Brooklyn,35,0,New York
202418,Matt,Rogers,matrog,Charlotte,26,0,North Carolina
202419,Chris,Johnson,chrjoh,Miami,26,0,Florida
202420,Eric,Boateng,eriboa,Denver,15,40,Colorado
202423,Chris,Kramer,chrkra,Milwaukee,39,33,Wisconsin
202446,Jamar,Smith,jamsmi,Boston,18,0,Massachusetts
202458,Justin,Dentmon,jusden,San Antonio,27,25,Texas
202464,Devin,Sweetney,devswe,Denver,33,67,Colorado
202498,Lance,Thomas,lantho,New York,21,83,New York
202513,Stefhon,Hannah,stehan,Chicago,24,0,Illinois
202518,Kammron,Taylor,kamtay,Boston,23,0,Massachusetts
202545,Luke,Zeller,lukzel,Phoenix,29,40,Arizona
202550,Josh,Bostic,josbos,Detroit,16,0,Michigan
202586,DeShawn,Sims,dessim,Boston,28,100,Massachusetts
202620,Arinze,Onuaku,arionu,Orlando,14,75,Florida
202622,Courtney,Fortson,coufor,Houston,30,25,Texas
202681,Kyrie,Irving,kyrirv,Boston,39,29,Massachusetts
202682,Derrick,Williams,derwil,New York,40,64,New York
202683,Enes,Kanter,enekan,New York,23,70,New York
202684,Tristan,Thompson,tritho,Cleveland,29,44,Ohio
202685,Jonas,Valanciunas,jonval,Toronto,26,62,Ohio
202686,Jan,Vesely,janves,Denver,37,0,Colorado
202687,Bismack,Biyombo,bisbiy,Charlotte,42,100,North Carolina
202688,Brandon,Knight,brakni,Detroit,43,55,Michigan
202689,Kemba,Walker,kemwal,Boston,29,33,Massachusetts
202690,Jimmer,Fredette,jimfre,New Orleans,31,0,Louisiana
202693,Markieff,Morris,marmor,Phoenix,19,55,Arizona
202694,Marcus,Morris,marmor,Detroit,43,63,Michigan
202695,Kawhi,Leonard,kawleo,San Antonio,20,80,Texas
202696,Nikola,Vucevic,nikvuc,Orlando,31,43,Florida
202697,Iman,Shumpert,imashu,Cleveland,16,43,Ohio
202698,Chris,Singleton,chrsin,Washington,34,33,District of Columbia
202699,Tobias,Harris,tobhar,Detroit,21,33,Michigan
202700,Donatas,Motiejunas,donmot,Houston,34,70,Texas
202701,Nolan,Smith,nolsmi,Portland,30,67,Oregon
202702,Kenneth,Faried,kenfar,Houston,19,0,Texas
202703,Nikola,Mirotic,nikmir,New Orleans,35,38,Louisiana
202704,Reggie,Jackson,regjac,Oklahoma City,41,22,Oklahoma
202705,MarShon,Brooks,marbro,Los Angeles,39,50,California
202706,Jordan,Hamilton,jorham,Los Angeles,32,33,California
202707,JaJuan,Johnson,jajjoh,Boston,30,33,Massachusetts
202708,Norris,Cole,norcol,New Orleans,22,44,Louisiana
202709,Cory,Joseph,corjos,Indiana,28,50,Pennsylvania
202710,Jimmy,Butler,jimbut,Chicago,44,48,Illinois
202712,Justin,Harper,jushar,Orlando,15,0,Florida
202713,Kyle,Singler,kylsin,Detroit,24,0,Michigan
202715,Tyler,Honeycutt,tylhon,Sacramento,14,67,California
202717,Trey,Thompkins,tretho,Los Angeles,29,0,California
202718,Chandler,Parsons,chapar,Dallas,21,12,Texas
202719,Jeremy,Tyler,jertyl,New York,27,33,New York
202720,Jon,Leuer,jonleu,Memphis,24,60,Tennessee
202721,Darius,Morris,darmor,Los Angeles,15,40,California
202722,Davis,Bertans,davber,Washington,20,38,District of Columbia
202725,Josh,Harrellson,joshar,Miami,39,25,Florida
202726,Andrew,Goudelock,andgou,Los Angeles,30,67,California
202727,Travis,Leslie,trales,Los Angeles,24,0,California
202728,Keith,Benson,keiben,Atlanta,32,33,Georgia
202729,Josh,Selby,jossel,Memphis,21,67,Tennessee
202730,Lavoy,Allen,lavall,Indiana,23,12,Pennsylvania
202731,Vernon,Macklin,vermac,New Orleans,36,100,Louisiana
202732,DeAndre,Liggins,dealig,Cleveland,34,50,Ohio
202734,E'Twaun,Moore,e'tmoo,Orlando,19,0,Florida
202738,Isaiah,Thomas,isatho,Los Angeles,15,11,California
202770,Tristan,Thompson,tritho,Cleveland,39,40,Ohio
202775,Edwin,Ubiles,edwubi,Washington,35,50,District of Columbia
202779,Dwight,Buycks,dwibuy,Toronto,31,20,Ohio
202792,Tyren,Johnson,tyrjoh,Indiana,13,0,Pennsylvania
202797,Lawrence,Hill,lawhil,Sacramento,22,0,California
202808,Chris,Daniels,chrdan,Brooklyn,43,46,New York
202809,Cory,Higgins,corhig,Charlotte,30,25,North Carolina
202810,D.J.,Kennedy,d.jken,Denver,31,67,Colorado
202814,Mychel,Thompson,myctho,Cleveland,27,14,Ohio
202815,Jake,Anderson,jakand,Chicago,40,0,Illinois
202820,Jarrid,Famous,jarfam,Dallas,43,50,Texas
202872,Durrell,Summers,dursum,Charlotte,39,33,North Carolina
202880,Jeff,Foote,jeffoo,New Orleans,35,0,Louisiana
202904,Gilbert,Brown,gilbro,Boston,20,0,Massachusetts
202912,Frank,Hassell,frahas,San Antonio,14,33,Texas
202918,Xavier,Silas,xavsil,Denver,18,0,Colorado
202933,Julyan,Stone,julsto,Charlotte,18,50,North Carolina
202935,Adrian,Oliver,adroli,Sacramento,27,0,California
202951,Jeremy,Pargo,jerpar,Memphis,31,50,Tennessee
202952,Malcolm,Thomas,maltho,Philadelphia,17,50,Pennsylvania
202957,Drew,Neitzel,drenei,Dallas,38,50,Texas
202962,Greg,Smith,gresmi,Houston,37,33,Texas
202963,Jerome,Randle,jerran,Dallas,17,64,Texas
202970,Gustavo,Ayon,gusayo,New Orleans,29,55,Louisiana
203006,Josh,Akognon,josako,Dallas,34,33,Texas
203076,Anthony,Davis,antdav,New Orleans,42,57,Louisiana
203077,Michael,Kidd-Gilchrist,mickid,Charlotte,30,69,North Carolina
203078,Bradley,Beal,brabea,Washington,29,12,District of Columbia
203079,Dion,Waiters,diowai,Cleveland,37,25,Ohio
203080,Thomas,Robinson,thorob,Los Angeles,33,0,California
203081,Damian,Lillard,damlil,Portland,15,47,Oregon
203082,Terrence,Ross,terros,Toronto,42,33,Ohio
203083,Andre,Drummond,anddru,Detroit,30,29,Michigan
203084,Harrison,Barnes,harbar,Dallas,21,38,Texas
203085,Austin,Rivers,ausriv,New Orleans,36,0,Louisiana
203086,Meyers,Leonard,meyleo,Portland,38,53,Oregon
203087,Jeremy,Lamb,jerlam,Charlotte,15,33,North Carolina
203088,Kendall,Marshall,kenmar,Milwaukee,24,33,Wisconsin
203089,John,Henson,johhen,Milwaukee,37,80,Wisconsin
203090,Maurice,Harkless,mauhar,Portland,15,20,Oregon
203091,Royce,White,roywhi,Houston,30,0,Texas
203092,Tyler,Zeller,tylzel,Boston,25,54,Massachusetts
203093,Terrence,Jones,terjon,New Orleans,26,58,Louisiana
203094,Andrew,Nicholson,andnic,Orlando,25,56,Florida
203095,Evan,Fournier,evafou,Orlando,34,83,Florida
203096,Jared,Sullinger,jarsul,Boston,19,53,Massachusetts
203097,Fab,Melo,fabmel,Dallas,29,0,Texas
203098,John,Jenkins,johjen,Phoenix,42,71,Arizona
203099,Jared,Cunningham,jarcun,Sacramento,13,17,California
203100,Tony,Wroten,tonwro,Philadelphia,16,55,Pennsylvania
203101,Miles,Plumlee,milplu,Phoenix,36,43,Arizona
203102,Arnett,Moultrie,arnmou,Philadelphia,17,50,Pennsylvania
203103,Perry,Jones,perjon,Oklahoma City,17,25,Oklahoma
203104,Marquis,Teague,martea,Chicago,28,40,Illinois
203106,Jeffery,Taylor,jeftay,Charlotte,43,54,North Carolina
203107,Tomas,Satoransky,tomsat,Washington,31,83,District of Columbia
203108,Bernard,James,berjam,Dallas,16,0,Texas
203111,Orlando,Johnson,orljoh,Indiana,17,0,Pennsylvania
203112,Quincy,Acy,quiacy,New York,26,67,New York
203113,Quincy,Miller,quimil,Denver,39,38,Colorado
203114,Khris,Middleton,khrmid,Detroit,19,14,Michigan
203115,Will,Barton,wilbar,Denver,36,68,Colorado
203116,Tyshawn,Taylor,tystay,Brooklyn,39,40,New York
203117,Doron,Lamb,dorlam,Orlando,43,100,Florida
203118,Mike,Scott,miksco,Atlanta,22,0,Georgia
203119,Kim,English,kimeng,Chicago,36,40,Illinois
203120,Justin,Hamilton,jusham,Brooklyn,40,80,New York
203121,Darius,Miller,darmil,New Orleans,31,64,Louisiana
203123,Kostas,Papanikolaou,kospap,Houston,31,27,Texas
203124,Kyle,O'Quinn,kylo'q,New York,21,75,New York
203126,Kris,Joseph,krijos,Brooklyn,31,0,New York
203128,Furkan,Aldemir,furald,Philadelphia,43,67,Pennsylvania
203129,Tornike,Shengelia,torshe,Brooklyn,34,33,New York
203130,Darius,Johnson-Odom,darjoh,Philadelphia,41,0,Pennsylvania
203135,Robert,Sacre,robsac,Los Angeles,37,33,California
203138,Hollis,Thompson,holtho,Philadelphia,23,64,Pennsylvania
203139,Viacheslav,Kravtsov,viakra,Detroit,16,100,Michigan
203141,Mirza,Teletovic,mirtel,Phoenix,27,78,Arizona
203142,Chris,Copeland,chrcop,Indiana,34,80,Pennsylvania
203143,Pablo,Prigioni,pabpri,Houston,41,100,Texas
203144,Alexey,Shved,aleshv,New York,26,0,New York
203146,Maalik,Wayns,maaway,Philadelphia,14,43,Pennsylvania
203147,Chris,Smith,chrsmi,New York,44,0,New York
203148,Brian,Roberts,brirob,New Orleans,42,14,Louisiana
203149,Micheal,Eric,miceri,Cleveland,36,0,Ohio
203153,Reeves,Nelson,reenel,Los Angeles,28,50,California
203154,Greg,Somogyi,gresom,Los Angeles,16,25,California
203155,Oscar,Bellfield,oscbel,New York,37,0,New York
203156,Henry,Sims,hensim,Philadelphia,36,44,Pennsylvania
203157,John,Shurna,johshu,New York,30,0,New York
203158,Kevin,Jones,kevjon,New Orleans,16,0,Louisiana
203160,Steven,Gray,stegra,Washington,29,17,District of Columbia
203162,Ben,Hansbrough,benhan,Indiana,20,0,Pennsylvania
203163,Carleton,Scott,carsco,Brooklyn,13,33,New York
203174,Tyler,Wilkerson,tylwil,San Antonio,25,50,Texas
203176,Kyle,Fogg,kylfog,Houston,31,50,Texas
203178,Wesley,Witherspoon,weswit,San Antonio,17,50,Texas
203180,Hank,Thorns,hantho,Los Angeles,25,100,California
203183,Tony,Mitchell,tonmit,Milwaukee,22,0,Wisconsin
203186,Willie,Reed,wilree,Miami,39,25,Florida
203190,Micah,Downs,micdow,Boston,35,33,Massachusetts
203191,Josh,Akognon,josako,Dallas,27,29,Texas
203192,Demonte,Harper,demhar,Portland,32,0,Oregon
203193,Dallas,Lauderdale,dallau,Charlotte,36,0,North Carolina
203195,Michael,Dunigan,micdun,Memphis,15,0,Tennessee
203196,Ronnie,Aguilar,ronagu,Los Angeles,44,50,California
203198,Kevin,Anderson,kevand,Cleveland,25,33,Ohio
203199,DeQuan,Jones,deqjon,Orlando,44,75,Florida
203200,Justin,Holiday,jushol,Memphis,30,18,Tennessee
203201,Mustapha,Farrakhan,musfar,Milwaukee,14,0,Wisconsin
203203,Chris,Wright,chrwri,New Orleans,19,0,Louisiana
203204,Devin,Searcy,devsea,Philadelphia,20,33,Pennsylvania
203206,Ryan,Allen,ryaall,Chicago,44,0,Illinois
203210,JaMychal,Green,jamgre,Memphis,42,75,Tennessee
203262,Mac,Koshwal,mackos,Philadelphia,15,33,Pennsylvania
203263,James,Nunnally,jamnun,Philadelphia,42,100,Pennsylvania
203268,Jorge,Gutierrez,jorgut,Brooklyn,23,67,New York
203315,Toure',Murry,toumur,New York,36,0,New York
203317,Tim,Ohlbrecht,timohl,Houston,14,0,Texas
203318,Glen,Rice,gleric,Washington,35,33,District of Columbia
203327,Daniel,Nwaelele,dannwa,San Antonio,22,100,Texas
203382,Aron,Baynes,arobay,San Antonio,26,83,Texas
203457,Nerlens,Noel,nernoe,Dallas,21,50,Texas
203458,Alex,Len,alelen,Phoenix,17,22,Arizona
203460,Andre,Roberson,androb,Oklahoma City,21,50,Oklahoma
203461,Anthony,Bennett,antben,Cleveland,35,25,Ohio
203462,Archie,Goodwin,arcgoo,Phoenix,25,25,Arizona
203463,Ben,McLemore,benmcl,Houston,31,17,Texas
203464,Brandon,Paul,brapau,San Antonio,20,100,Texas
203466,CJ,Leslie,cjles,New York,34,50,New York
203467,Carrick,Felix,carfel,Cleveland,16,67,Ohio
203468,CJ,McCollum,cjmcc,New Orleans,13,44,Louisiana
203469,Cody,Zeller,codzel,Charlotte,36,43,North Carolina
203471,Dennis,Schroder,densch,Atlanta,20,35,Georgia
203472,Deshaun,Thomas,destho,San Antonio,39,0,Texas
203473,Dewayne,Dedmon,dewded,San Antonio,33,75,Texas
203474,DJ,Stephens,djste,Memphis,13,50,Tennessee
203475,Erick,Green,erigre,Denver,31,25,Colorado
203476,Gorgui,Dieng,gordie,Memphis,40,43,Tennessee
203477,Isaiah,Canaan,isacan,Chicago,34,50,Illinois
203479,Jamaal,Franklin,jamfra,Denver,21,50,Colorado
203480,James,Southerland,jamsou,Portland,16,0,Oregon
203482,Kelly,Olynyk,keloly,Detroit,26,17,Michigan
203483,Kenny,Kadji,kenkad,Cleveland,21,0,Ohio
203484,Kentavious,Caldwell-Pope,kencal,Los Angeles,37,20,California
203485,Lorenzo,Brown,lorbro,Philadelphia,40,25,Pennsylvania
203486,Mason,Plumlee,masplu,Detroit,32,64,Michigan
203487,Michael,Carter-Williams,miccar,Milwaukee,36,42,Wisconsin
203488,Mike,Muscala,mikmus,Los Angeles,43,50,California
203489,Nate,Wolters,natwol,Milwaukee,27,20,Wisconsin
203490,Otto,Porter,ottpor,Washington,16,62,District of Columbia
203491,Peyton,Siva,peysiv,Detroit,21,33,Michigan
203492,Ray,McCallum,raymcc,Memphis,30,40,Tennessee
203493,Reggie,Bullock,regbul,New York,13,55,New York
203494,Richard,Howell,richow,Portland,34,0,Oregon
203495,Ricky,Ledo,ricled,Dallas,37,27,Texas
203496,Robert,Covington,robcov,Philadelphia,18,31,Pennsylvania
203499,Shane,Larkin,shalar,New York,33,40,New York
203500,Steven,Adams,steada,Oklahoma City,35,11,Oklahoma
203501,Tim,Hardaway,timhar,Dallas,28,44,Texas
203502,Tony,Mitchell,tonmit,Detroit,24,0,Michigan
203503,Tony,Snell,tonsne,Chicago,19,25,Illinois
203504,Trey,Burke,trebur,New York,28,23,New York
203505,Vander,Blue,vanblu,Philadelphia,26,33,Pennsylvania
203506,Victor,Oladipo,vicola,Oklahoma City,25,67,Oklahoma
203507,Giannis,Antetokounmpo,giaant,Milwaukee,36,47,Wisconsin
203508,Sergey,Karasev,serkar,Cleveland,33,100,Ohio
203509,Myck,Kabongo,myckab,San Antonio,42,100,Texas
203510,Pierre,Jackson,piejac,Dallas,31,44,Texas
203512,Lucas,Nogueira,lucnog,Toronto,13,50,Ohio
203515,Phil,Pressey,phipre,Boston,26,50,Massachusetts
203516,James,Ennis,jamenn,Miami,22,83,Florida
203518,Alex,Abrines,aleabr,Oklahoma City,21,38,Oklahoma
203519,Adonis,Thomas,adotho,Philadelphia,21,50,Pennsylvania
203520,Livio,Jean-Charles,livjea,San Antonio,37,0,Texas
203521,Matthew,Dellavedova,matdel,Cleveland,39,67,Ohio
203524,Solomon,Hill,solhil,Atlanta,18,43,Georgia
203526,Raul,Neto,raunet,Washington,14,0,District of Columbia
203527,Ryan,Kelly,ryakel,Los Angeles,30,33,California
203528,Romero,Osby,romosb,Orlando,28,67,Florida
203529,Arsalan,Kazemi,arskaz,Atlanta,26,0,Georgia
203530,Joffrey,Lauvergne,joflau,San Antonio,32,67,Texas
203539,Gal,Mekel,galmek,Dallas,17,60,Texas
203540,Gigi,Datome,gigdat,Boston,30,67,Massachusetts
203543,Vitor,Faverani,vitfav,Boston,38,100,Massachusetts
203544,Pero,Antic,perant,Atlanta,13,33,Georgia
203545,Miroslav,Raduljica,mirrad,Milwaukee,36,25,Wisconsin
203547,Eric,Griffin,erigri,Dallas,32,0,Texas
203548,Elias,Harris,elihar,Los Angeles,42,0,California
203552,Seth,Curry,setcur,Portland,22,60,Oregon
203556,Trent,Lockett,treloc,Sacramento,17,100,California
203558,David,Lighty,davlig,Atlanta,21,0,Georgia
203560,E.J.,Singler,e.jsin,Toronto,29,0,Ohio
203561,Brandon,Davies,bradav,Philadelphia,44,0,Pennsylvania
203564,Kalin,Lucas,kalluc,Detroit,44,0,Michigan
203565,Patrick,Christopher,patchr,Memphis,16,50,Tennessee
203566,Mickey,McConnell,micmcc,Dallas,15,0,Texas
203568,Damen,Bell-Holter,dambel,Boston,21,0,Massachusetts
203569,Chris,Babb,chrbab,Boston,29,40,Massachusetts
203576,Rodney,Williams,rodwil,Philadelphia,26,0,Pennsylvania
203577,Carlos,Morais,carmor,Toronto,20,50,Ohio
203579,Khalif,Wyatt,khawya,Philadelphia,36,40,Pennsylvania
203580,Larry,Drew,lardre,Miami,36,0,Florida
203583,Abdul,Gaddy,abdgad,Oklahoma City,26,0,Oklahoma
203584,Troy,Daniels,trodan,Phoenix,30,25,Arizona
203585,Rodney,McGruder,rodmcg,Miami,36,29,Florida
203586,Charlie,Westbrook,chawes,Miami,22,14,Florida
203587,Courtney,Fells,coufel,San Antonio,33,67,Texas
203588,Michael,Lee,miclee,Cleveland,13,0,Ohio
203589,Olek,Czyz,oleczy,Milwaukee,16,100,Wisconsin
203590,Trey,McKinney-Jones,tremck,Milwaukee,32,0,Wisconsin
203613,Jonathon,Simmons,jonsim,San Antonio,20,67,Texas
203629,Garlon,Green,gargre,New Orleans,14,25,Louisiana
203648,Thanasis,Antetokounmpo,thaant,Milwaukee,18,25,Wisconsin
203658,Norvel,Pelle,norpel,Philadelphia,23,100,Pennsylvania
203687,Reggie,Hearn,reghea,Detroit,23,0,Michigan
203705,Josh,Magette,josmag,Atlanta,21,50,Georgia
203798,PJ,Hairston,pjhai,Memphis,31,20,Tennessee
203805,Will,Cherry,wilche,Cleveland,21,25,Ohio
203810,Casper,Ware,caswar,Philadelphia,18,25,Pennsylvania
203816,Scotty,Hopson,scohop,Oklahoma City,19,0,Oklahoma
203893,Russ,Smith,russmi,New Orleans,33,57,Louisiana
203894,Shabazz,Napier,shanap,Orlando,21,80,Florida
203895,Jordan,McRae,jormcr,Cleveland,24,40,Ohio
203897,Zach,LaVine,zaclav,Chicago,33,39,Illinois
203898,Tyler,Ennis,tylenn,Los Angeles,19,60,California
203900,Markel,Brown,marbro,Brooklyn,37,0,New York
203901,Elfrid,Payton,elfpay,Orlando,15,71,Florida
203902,Semaj,Christon,semchr,Oklahoma City,26,20,Oklahoma
203906,Devyn,Marble,devmar,Orlando,37,100,Florida
203909,KJ,McDaniels,kjmcd,Houston,42,0,Texas
203910,Nick,Johnson,nicjoh,Orlando,20,0,Florida
203912,C.J.,Wilcox,c.jwil,Orlando,17,0,Florida
203913,Jabari,Brown,jabbro,Los Angeles,19,43,California
203914,Gary,Harris,garhar,Denver,26,20,Colorado
203915,Spencer,Dinwiddie,spedin,Brooklyn,20,21,New York
203917,Nik,Stauskas,niksta,Philadelphia,27,44,Pennsylvania
203918,Rodney,Hood,rodhoo,Portland,21,40,Oregon
203919,Jordan,Adams,jorada,Memphis,27,43,Tennessee
203920,Khem,Birch,khebir,Toronto,36,83,Ohio
203921,Cleanthony,Early,cleear,New York,16,14,New York
203922,Glenn,Robinson,glerob,Indiana,30,43,Pennsylvania
203923,James,Young,jamyou,Boston,43,43,Massachusetts
203924,Jerami,Grant,jergra,Philadelphia,25,42,Pennsylvania
203925,Joe,Harris,joehar,Cleveland,13,33,Ohio
203926,Doug,McDermott,doumcd,Chicago,23,20,Illinois
203927,CJ,Fair,cjfai,Indiana,23,0,Pennsylvania
203928,Cory,Jefferson,corjef,Brooklyn,41,43,New York
203929,Melvin,Ejim,meleji,Orlando,31,100,Florida
203930,Sean,Kilpatrick,seakil,Brooklyn,25,46,New York
203932,Aaron,Gordon,aargor,Denver,40,0,Colorado
203933,T.J.,Warren,t.jwar,Phoenix,26,53,Arizona
203934,Lamar,Patterson,lampat,Sacramento,25,33,California
203935,Marcus,Smart,marsma,Boston,26,46,Massachusetts
203937,Kyle,Anderson,kyland,San Antonio,31,75,Texas
203939,Dwight,Powell,dwipow,Dallas,41,75,Texas
203940,Adreian,Payne,adrpay,Atlanta,21,25,Georgia
203942,Patric,Young,patyou,New Orleans,44,100,Louisiana
203943,Noah,Vonleh,noavon,Portland,41,29,Oregon
203944,Julius,Randle,julran,New York,18,50,New York
203945,Alex,Kirk,alekir,Cleveland,30,33,Ohio
203946,Cameron,Bairstow,cambai,Chicago,17,33,Illinois
203947,Jordan,Bachynski,jorbac,Detroit,32,100,Michigan
203948,Johnny,O'Bryant,joho'b,Milwaukee,37,60,Wisconsin
203950,Jarnell,Stokes,jarsto,Memphis,22,40,Tennessee
203951,Keith,Appling,keiapp,Los Angeles,24,33,California
203953,Jabari,Parker,jabpar,Milwaukee,18,58,Wisconsin
203954,Joel,Embiid,joeemb,Philadelphia,27,35,Pennsylvania
203955,Bryce,Cotton,brycot,San Antonio,25,57,Texas
